model_id,model_collection,mapped_tf_hgnc_symbol,mapped_tf_ensembl_gene_id,mapping_type
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXD4L6,ENSG00000273514,CIS-BP
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXE1,ENSG00000178919,CIS-BP
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXE3,ENSG00000186790,CIS-BP
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXF1,ENSG00000103241,cognate
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXF2,ENSG00000137273,CIS-BP
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXI1,ENSG00000168269,CIS-BP
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXL1,ENSG00000176678,CIS-BP
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXL2,ENSG00000183770,CIS-BP
FOXF1_DBD_TTGTAT20NATT_KG_nitta2015_1_4_7mer,primary,FOXS1,ENSG00000179772,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXC1,ENSG00000054598,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXC2,ENSG00000176692,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD1,ENSG00000251493,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD2,ENSG00000186564,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD3,ENSG00000187140,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD4,ENSG00000170122,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD4L1,ENSG00000184492,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD4L3,ENSG00000187559,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD4L4,ENSG00000184659,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD4L5,ENSG00000204779,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXD4L6,ENSG00000273514,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXE1,ENSG00000178919,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXG1,ENSG00000176165,cognate
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXI1,ENSG00000168269,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXI2,ENSG00000186766,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXI3,ENSG00000214336,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXJ3,ENSG00000198815,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXK2,ENSG00000141568,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXL1,ENSG00000176678,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXL2,ENSG00000183770,CIS-BP
FOXG1_NA_TATCTG20NTCG_ESAF_yang2017_0_4_7mer,primary,FOXS1,ENSG00000179772,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXC1,ENSG00000054598,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXC2,ENSG00000176692,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD1,ENSG00000251493,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD2,ENSG00000186564,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD3,ENSG00000187140,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD4,ENSG00000170122,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L1,ENSG00000184492,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L3,ENSG00000187559,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L4,ENSG00000184659,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L5,ENSG00000204779,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L6,ENSG00000273514,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXE1,ENSG00000178919,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXF1,ENSG00000103241,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXG1,ENSG00000176165,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXI1,ENSG00000168269,cognate
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXI2,ENSG00000186766,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXI3,ENSG00000214336,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXJ2,ENSG00000065970,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXJ3,ENSG00000198815,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXK1,ENSG00000164916,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXK2,ENSG00000141568,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXL1,ENSG00000176678,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXL2,ENSG00000183770,CIS-BP
FOXI1_eDBD_TAGCAA40NCGA_KP_yin2017_1_2_7mer,secondary-novel-batch,FOXS1,ENSG00000179772,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXC1,ENSG00000054598,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXC2,ENSG00000176692,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD1,ENSG00000251493,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD2,ENSG00000186564,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD3,ENSG00000187140,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD4,ENSG00000170122,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD4L1,ENSG00000184492,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD4L3,ENSG00000187559,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD4L4,ENSG00000184659,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD4L5,ENSG00000204779,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXD4L6,ENSG00000273514,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXE1,ENSG00000178919,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXF1,ENSG00000103241,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXG1,ENSG00000176165,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXI1,ENSG00000168269,cognate
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXI2,ENSG00000186766,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXI3,ENSG00000214336,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXJ2,ENSG00000065970,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXJ3,ENSG00000198815,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXK1,ENSG00000164916,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXK2,ENSG00000141568,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXL1,ENSG00000176678,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXL2,ENSG00000183770,CIS-BP
FOXI1_NA_TCGGAA20NGA_ESAF_yang2017_0_4_7mer,primary,FOXS1,ENSG00000179772,CIS-BP
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXI1,ENSG00000168269,CIS-BP
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXI2,ENSG00000186766,CIS-BP
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXI3,ENSG00000214336,CIS-BP
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXJ1,ENSG00000129654,CIS-BP
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXJ2,ENSG00000065970,cognate
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXJ3,ENSG00000198815,CIS-BP
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXK2,ENSG00000141568,CIS-BP
FOXJ2_eDBD_TAAAGG40NGAC_KAN_yin2017_0_4_7mer,primary,FOXP3,ENSG00000049768,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXC2,ENSG00000176692,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXD1,ENSG00000251493,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXD2,ENSG00000186564,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXD3,ENSG00000187140,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXG1,ENSG00000176165,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXI1,ENSG00000168269,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXI2,ENSG00000186766,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXI3,ENSG00000214336,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXJ2,ENSG00000065970,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXJ3,ENSG00000198815,cognate
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXK1,ENSG00000164916,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXK2,ENSG00000141568,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXP1,ENSG00000114861,CIS-BP
FOXJ3_NA_TAAACA20NCAA_AF_jolma2013_0_3_7mer,primary,FOXP3,ENSG00000049768,CIS-BP
FOXK1_eDBD_TACCGA40NATA_KO_yin2017_1_2_6mer,secondary-novel-batch,FOXI1,ENSG00000168269,CIS-BP
FOXK1_eDBD_TACCGA40NATA_KO_yin2017_1_2_6mer,secondary-novel-batch,FOXJ3,ENSG00000198815,CIS-BP
FOXK1_eDBD_TACCGA40NATA_KO_yin2017_1_2_6mer,secondary-novel-batch,FOXK1,ENSG00000164916,cognate
FOXK1_eDBD_TACCGA40NATA_KO_yin2017_1_2_6mer,secondary-novel-batch,FOXK2,ENSG00000141568,CIS-BP
FOXK1_NA_TGGGTA20NCG_ESQ_yang2017_0_4_7mer,primary,FOXI1,ENSG00000168269,CIS-BP
FOXK1_NA_TGGGTA20NCG_ESQ_yang2017_0_4_7mer,primary,FOXJ3,ENSG00000198815,CIS-BP
FOXK1_NA_TGGGTA20NCG_ESQ_yang2017_0_4_7mer,primary,FOXK1,ENSG00000164916,cognate
FOXK1_NA_TGGGTA20NCG_ESQ_yang2017_0_4_7mer,primary,FOXK2,ENSG00000141568,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXC1,ENSG00000054598,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXC2,ENSG00000176692,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD1,ENSG00000251493,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD2,ENSG00000186564,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD3,ENSG00000187140,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD4,ENSG00000170122,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD4L1,ENSG00000184492,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD4L3,ENSG00000187559,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD4L4,ENSG00000184659,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD4L5,ENSG00000204779,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXD4L6,ENSG00000273514,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXE1,ENSG00000178919,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXE3,ENSG00000186790,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXF1,ENSG00000103241,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXF2,ENSG00000137273,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXG1,ENSG00000176165,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXI1,ENSG00000168269,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXI3,ENSG00000214336,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXL1,ENSG00000176678,cognate
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXL2,ENSG00000183770,CIS-BP
FOXL1_NA_TGCTCG20NCTC_ESW_yang2017_0_2_7mer,primary,FOXS1,ENSG00000179772,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXC1,ENSG00000054598,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXC2,ENSG00000176692,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD1,ENSG00000251493,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD2,ENSG00000186564,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD3,ENSG00000187140,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD4,ENSG00000170122,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD4L1,ENSG00000184492,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD4L3,ENSG00000187559,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD4L4,ENSG00000184659,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD4L5,ENSG00000204779,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXD4L6,ENSG00000273514,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXE1,ENSG00000178919,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXF1,ENSG00000103241,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXF2,ENSG00000137273,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXG1,ENSG00000176165,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXI1,ENSG00000168269,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXI3,ENSG00000214336,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXL1,ENSG00000176678,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXL2,ENSG00000183770,cognate
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_0_3_7mer,primary,FOXS1,ENSG00000179772,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXC1,ENSG00000054598,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXC2,ENSG00000176692,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD1,ENSG00000251493,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD2,ENSG00000186564,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD3,ENSG00000187140,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD4,ENSG00000170122,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L1,ENSG00000184492,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L3,ENSG00000187559,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L4,ENSG00000184659,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L5,ENSG00000204779,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXD4L6,ENSG00000273514,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXE1,ENSG00000178919,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXF1,ENSG00000103241,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXF2,ENSG00000137273,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXG1,ENSG00000176165,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXI1,ENSG00000168269,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXI3,ENSG00000214336,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXL1,ENSG00000176678,CIS-BP
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXL2,ENSG00000183770,cognate
FOXL2_FL_TAGTAG40NGTT_KW_yin2017_1_2_7mer,secondary-novel-batch,FOXS1,ENSG00000179772,CIS-BP
FOXN2_eDBD_TTCGAA40NGAC_KV_yin2017_0_4_7mer,primary,FOXN2,ENSG00000170802,cognate
FOXN2_eDBD_TTCGAA40NGAC_KV_yin2017_0_4_7mer,primary,FOXN3,ENSG00000053254,CIS-BP
FOXN3_DBD_TTAATC20NTAA_KG_nitta2015_1_3_7mer,primary,FOXN2,ENSG00000170802,CIS-BP
FOXN3_DBD_TTAATC20NTAA_KG_nitta2015_1_3_7mer,primary,FOXN3,ENSG00000053254,cognate
FOXO1_NA_TTCAGC20NTA_ESAF_yang2017_0_4_7mer,primary,FOXO1,ENSG00000150907,cognate
FOXO1_NA_TTCAGC20NTA_ESAF_yang2017_0_4_7mer,primary,FOXO3,ENSG00000118689,CIS-BP
FOXO1_NA_TTCAGC20NTA_ESAF_yang2017_0_4_7mer,primary,FOXO4,ENSG00000184481,CIS-BP
FOXO1_NA_TTCAGC20NTA_ESAF_yang2017_0_4_7mer,primary,FOXO6,ENSG00000204060,CIS-BP
FOXO3_NA_TGTTGC20NGTG_W_jolma2013_0_3_7mer,primary,FOXO1,ENSG00000150907,CIS-BP
FOXO3_NA_TGTTGC20NGTG_W_jolma2013_0_3_7mer,primary,FOXO3,ENSG00000118689,cognate
FOXO3_NA_TGTTGC20NGTG_W_jolma2013_0_3_7mer,primary,FOXO4,ENSG00000184481,CIS-BP
FOXO3_NA_TGTTGC20NGTG_W_jolma2013_0_3_7mer,primary,FOXO6,ENSG00000204060,CIS-BP
FOXO3_NA_TGTTGC20NGTG_W_jolma2013_0_3_7mer,primary,FOXP4,ENSG00000137166,CIS-BP
FOXO4_eDBD_TTCGAG40NGCG_KT_yin2017_0_3_7mer,primary,FOXO1,ENSG00000150907,CIS-BP
FOXO4_eDBD_TTCGAG40NGCG_KT_yin2017_0_3_7mer,primary,FOXO3,ENSG00000118689,CIS-BP
FOXO4_eDBD_TTCGAG40NGCG_KT_yin2017_0_3_7mer,primary,FOXO4,ENSG00000184481,cognate
FOXO4_eDBD_TTCGAG40NGCG_KT_yin2017_0_3_7mer,primary,FOXO6,ENSG00000204060,CIS-BP
FOXO6_NA_TCGTGT30NGTT_ESAH_yang2017_0_4_7mer,primary,FOXO1,ENSG00000150907,CIS-BP
FOXO6_NA_TCGTGT30NGTT_ESAH_yang2017_0_4_7mer,primary,FOXO3,ENSG00000118689,CIS-BP
FOXO6_NA_TCGTGT30NGTT_ESAH_yang2017_0_4_7mer,primary,FOXO4,ENSG00000184481,CIS-BP
FOXO6_NA_TCGTGT30NGTT_ESAH_yang2017_0_4_7mer,primary,FOXO6,ENSG00000204060,cognate
FOXO6_NA_TCGTGT30NGTT_ESAH_yang2017_0_4_7mer,primary,FOXP4,ENSG00000137166,CIS-BP
FOXP1_eDBD_TTATGA40NCAG_KT_yin2017_0_4_7mer,primary,FOXC2,ENSG00000176692,CIS-BP
FOXP1_eDBD_TTATGA40NCAG_KT_yin2017_0_4_7mer,primary,FOXJ3,ENSG00000198815,CIS-BP
FOXP1_eDBD_TTATGA40NCAG_KT_yin2017_0_4_7mer,primary,FOXK2,ENSG00000141568,CIS-BP
FOXP1_eDBD_TTATGA40NCAG_KT_yin2017_0_4_7mer,primary,FOXP1,ENSG00000114861,cognate
FOXP1_eDBD_TTATGA40NCAG_KT_yin2017_0_4_7mer,primary,FOXP2,ENSG00000128573,CIS-BP
FOXP1_eDBD_TTATGA40NCAG_KT_yin2017_0_4_7mer,primary,FOXP3,ENSG00000049768,CIS-BP
FOXP1_eDBD_TTATGA40NCAG_KT_yin2017_0_4_7mer,primary,FOXP4,ENSG00000137166,CIS-BP
FOXP3_DBD_TAGCAA40NCGA_KM_nitta2015_1_4_7mer,secondary-novel-batch,FOXJ2,ENSG00000065970,CIS-BP
FOXP3_DBD_TAGCAA40NCGA_KM_nitta2015_1_4_7mer,secondary-novel-batch,FOXJ3,ENSG00000198815,CIS-BP
FOXP3_DBD_TAGCAA40NCGA_KM_nitta2015_1_4_7mer,secondary-novel-batch,FOXK2,ENSG00000141568,CIS-BP
FOXP3_DBD_TAGCAA40NCGA_KM_nitta2015_1_4_7mer,secondary-novel-batch,FOXP1,ENSG00000114861,CIS-BP
FOXP3_DBD_TAGCAA40NCGA_KM_nitta2015_1_4_7mer,secondary-novel-batch,FOXP2,ENSG00000128573,CIS-BP
FOXP3_DBD_TAGCAA40NCGA_KM_nitta2015_1_4_7mer,secondary-novel-batch,FOXP3,ENSG00000049768,cognate
FOXP3_DBD_TAGCAA40NCGA_KM_nitta2015_1_4_7mer,secondary-novel-batch,FOXP4,ENSG00000137166,CIS-BP
FOXP3_FL_TCCACA40NGCC_KAE_yin2017_0_3_7mer,primary,FOXJ2,ENSG00000065970,CIS-BP
FOXP3_FL_TCCACA40NGCC_KAE_yin2017_0_3_7mer,primary,FOXJ3,ENSG00000198815,CIS-BP
FOXP3_FL_TCCACA40NGCC_KAE_yin2017_0_3_7mer,primary,FOXK2,ENSG00000141568,CIS-BP
FOXP3_FL_TCCACA40NGCC_KAE_yin2017_0_3_7mer,primary,FOXP1,ENSG00000114861,CIS-BP
FOXP3_FL_TCCACA40NGCC_KAE_yin2017_0_3_7mer,primary,FOXP2,ENSG00000128573,CIS-BP
FOXP3_FL_TCCACA40NGCC_KAE_yin2017_0_3_7mer,primary,FOXP3,ENSG00000049768,cognate
FOXP3_FL_TCCACA40NGCC_KAE_yin2017_0_3_7mer,primary,FOXP4,ENSG00000137166,CIS-BP
FOXQ1_eDBD_TGCACG40NTTG_KO_yin2017_1_3_7mer,primary,FOXQ1,ENSG00000164379,cognate
FOXQ1_eDBD_TGCACG40NTTG_KO_yin2017_1_3_7mer,primary,FOXS1,ENSG00000179772,CIS-BP
