model_id,model_collection,mapped_tf_hgnc_symbol,mapped_tf_ensembl_gene_id,mapping_type
AC008770_FL_AA40NTATCGC_YWM_jolma2025_0_4_7mer,primary,AC008770,ENSG00000267179,cognate
AC092835_FL_CA40NTCGATG_YWM_jolma2025_0_3_7mer,primary,ZNF892,ENSG00000233757,cognate
ADNP_FL_AG40NTGGCTA_YWL_jolma2025_0_3_7mer,primary,ADNP,ENSG00000101126,cognate
ADNP2_FL_GA40NTTCCTA_YWL_jolma2025_0_4_7mer,primary,ADNP2,ENSG00000101544,cognate
AEBP1_FL_GT40NGGCATT_YWL_jolma2025_0_4_7mer,primary,AEBP1,ENSG00000106624,cognate
AHCTF1_FL_CG40NACGGTT_YWL_jolma2025_0_3_7mer,primary,AHCTF1,ENSG00000153207,cognate
AHDC1_FL_GG40NTAGTTT_YWO_jolma2025_0_4_7mer,primary,AHDC1,ENSG00000126705,cognate
AKAP8_DBD_AG40NACCATA_YWM_jolma2025_0_4_7mer,primary,AKAP8,ENSG00000105127,cognate
AKAP8L_DBD_CG40NACGGTT_YWM_jolma2025_0_3_7mer,primary,AKAP8L,ENSG00000011243,cognate
AKNA_DBD1_AG40NTCGACT_YWHA_jolma2025_0_3_7mer,primary,AKNA,ENSG00000106948,cognate
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ALX1,ENSG00000180318,cognate
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ALX3,ENSG00000156150,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ALX4,ENSG00000052850,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ARX,ENSG00000004848,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,BARX1,ENSG00000131668,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,BARX2,ENSG00000043039,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,BSX,ENSG00000188909,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,DLX2,ENSG00000115844,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,DLX3,ENSG00000064195,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,DLX5,ENSG00000105880,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,DRGX,ENSG00000165606,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,EMX1,ENSG00000135638,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,EMX2,ENSG00000170370,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,EN1,ENSG00000163064,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,EN2,ENSG00000164778,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ESX1,ENSG00000123576,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,EVX1,ENSG00000106038,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,EVX2,ENSG00000174279,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,GBX1,ENSG00000164900,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,GBX2,ENSG00000168505,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,GSX1,ENSG00000169840,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,GSX2,ENSG00000180613,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,HESX1,ENSG00000163666,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,HOXA2,ENSG00000105996,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,HOXA3,ENSG00000105997,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,HOXB2,ENSG00000173917,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,HOXB3,ENSG00000120093,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,HOXD3,ENSG00000128652,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ISX,ENSG00000175329,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LBX1,ENSG00000138136,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LBX2,ENSG00000179528,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX1,ENSG00000273706,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX2,ENSG00000106689,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX3,ENSG00000107187,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX4,ENSG00000121454,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX5,ENSG00000089116,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX6,ENSG00000106852,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX8,ENSG00000162624,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LHX9,ENSG00000143355,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LMX1A,ENSG00000162761,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,LMX1B,ENSG00000136944,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,MEOX1,ENSG00000005102,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,MIXL1,ENSG00000185155,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,MNX1,ENSG00000130675,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,MSX1,ENSG00000163132,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,MSX2,ENSG00000120149,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,NKX1-1,ENSG00000235608,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,NKX1-2,ENSG00000229544,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,NOBOX,ENSG00000106410,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,NOTO,ENSG00000214513,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,OTP,ENSG00000171540,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,PDX1,ENSG00000139515,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,PHOX2A,ENSG00000165462,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,PHOX2B,ENSG00000109132,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,PROP1,ENSG00000175325,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,PRRX1,ENSG00000116132,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,PRRX2,ENSG00000167157,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,RAX,ENSG00000134438,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,RAX2,ENSG00000173976,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,SEBOX,ENSG00000274529,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,SHOX,ENSG00000185960,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,SHOX2,ENSG00000168779,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,UNCX,ENSG00000164853,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,VAX1,ENSG00000148704,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,VAX2,ENSG00000116035,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,VSX1,ENSG00000100987,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,VSX2,ENSG00000119614,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ZFHX2,ENSG00000136367,CIS-BP
ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,ZFHX3,ENSG00000140836,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ALX1,ENSG00000180318,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ALX3,ENSG00000156150,cognate
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ALX4,ENSG00000052850,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ARX,ENSG00000004848,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,BARX1,ENSG00000131668,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,BARX2,ENSG00000043039,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,BSX,ENSG00000188909,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,DLX2,ENSG00000115844,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,DLX3,ENSG00000064195,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,DLX5,ENSG00000105880,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,DRGX,ENSG00000165606,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,EMX1,ENSG00000135638,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,EMX2,ENSG00000170370,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,EN1,ENSG00000163064,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,EN2,ENSG00000164778,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ESX1,ENSG00000123576,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,EVX1,ENSG00000106038,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,EVX2,ENSG00000174279,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,GBX1,ENSG00000164900,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,GBX2,ENSG00000168505,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,GSX1,ENSG00000169840,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,GSX2,ENSG00000180613,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,HESX1,ENSG00000163666,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,HOXA2,ENSG00000105996,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,HOXA3,ENSG00000105997,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,HOXB2,ENSG00000173917,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,HOXB3,ENSG00000120093,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,HOXD3,ENSG00000128652,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ISX,ENSG00000175329,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LBX1,ENSG00000138136,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LBX2,ENSG00000179528,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX1,ENSG00000273706,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX2,ENSG00000106689,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX3,ENSG00000107187,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX4,ENSG00000121454,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX5,ENSG00000089116,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX6,ENSG00000106852,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX8,ENSG00000162624,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LHX9,ENSG00000143355,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LMX1A,ENSG00000162761,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,LMX1B,ENSG00000136944,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,MEOX1,ENSG00000005102,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,MIXL1,ENSG00000185155,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,MNX1,ENSG00000130675,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,MSX1,ENSG00000163132,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,MSX2,ENSG00000120149,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,NKX1-1,ENSG00000235608,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,NKX1-2,ENSG00000229544,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,NOBOX,ENSG00000106410,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,NOTO,ENSG00000214513,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,OTP,ENSG00000171540,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,PDX1,ENSG00000139515,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,PHOX2A,ENSG00000165462,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,PHOX2B,ENSG00000109132,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,PROP1,ENSG00000175325,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,PRRX1,ENSG00000116132,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,PRRX2,ENSG00000167157,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,RAX,ENSG00000134438,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,RAX2,ENSG00000173976,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,SEBOX,ENSG00000274529,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,SHOX,ENSG00000185960,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,SHOX2,ENSG00000168779,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,UNCX,ENSG00000164853,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,VAX1,ENSG00000148704,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,VAX2,ENSG00000116035,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,VSX1,ENSG00000100987,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,VSX2,ENSG00000119614,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ZFHX2,ENSG00000136367,CIS-BP
ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,ZFHX3,ENSG00000140836,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ALX1,ENSG00000180318,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ALX3,ENSG00000156150,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ALX4,ENSG00000052850,cognate
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ARX,ENSG00000004848,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,BARX1,ENSG00000131668,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,BARX2,ENSG00000043039,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,BSX,ENSG00000188909,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,DLX2,ENSG00000115844,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,DLX3,ENSG00000064195,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,DLX5,ENSG00000105880,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,DRGX,ENSG00000165606,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,EMX1,ENSG00000135638,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,EMX2,ENSG00000170370,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,EN1,ENSG00000163064,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,EN2,ENSG00000164778,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ESX1,ENSG00000123576,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,EVX1,ENSG00000106038,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,EVX2,ENSG00000174279,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,GBX1,ENSG00000164900,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,GBX2,ENSG00000168505,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,GSX1,ENSG00000169840,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,GSX2,ENSG00000180613,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,HESX1,ENSG00000163666,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,HOXA2,ENSG00000105996,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,HOXA3,ENSG00000105997,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,HOXB2,ENSG00000173917,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,HOXB3,ENSG00000120093,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,HOXD3,ENSG00000128652,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ISX,ENSG00000175329,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LBX1,ENSG00000138136,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LBX2,ENSG00000179528,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX1,ENSG00000273706,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX2,ENSG00000106689,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX3,ENSG00000107187,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX4,ENSG00000121454,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX5,ENSG00000089116,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX6,ENSG00000106852,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX8,ENSG00000162624,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LHX9,ENSG00000143355,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LMX1A,ENSG00000162761,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,LMX1B,ENSG00000136944,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,MEOX1,ENSG00000005102,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,MIXL1,ENSG00000185155,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,MNX1,ENSG00000130675,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,MSX1,ENSG00000163132,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,MSX2,ENSG00000120149,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,NKX1-1,ENSG00000235608,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,NKX1-2,ENSG00000229544,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,NOBOX,ENSG00000106410,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,NOTO,ENSG00000214513,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,OTP,ENSG00000171540,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,PDX1,ENSG00000139515,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,PHOX2A,ENSG00000165462,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,PHOX2B,ENSG00000109132,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,PROP1,ENSG00000175325,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,PRRX1,ENSG00000116132,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,PRRX2,ENSG00000167157,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,RAX,ENSG00000134438,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,RAX2,ENSG00000173976,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,SEBOX,ENSG00000274529,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,SHOX,ENSG00000185960,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,SHOX2,ENSG00000168779,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,UNCX,ENSG00000164853,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,VAX1,ENSG00000148704,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,VAX2,ENSG00000116035,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,VSX1,ENSG00000100987,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,VSX2,ENSG00000119614,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ZFHX2,ENSG00000136367,CIS-BP
ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,ZFHX3,ENSG00000140836,CIS-BP
ANKZF1_FL_AA40NAGTGGT_YWM_jolma2025_0_3_7mer,primary,ANKZF1,ENSG00000163516,cognate
AR_NA_TGCTCG20NGA_AF_jolma2013_1_3_7mer,primary,AR,ENSG00000169083,cognate
AR_NA_TGCTCG20NGA_AF_jolma2013_1_3_7mer,primary,NR3C1,ENSG00000113580,CIS-BP
AR_NA_TGCTCG20NGA_AF_jolma2013_1_3_7mer,primary,NR3C2,ENSG00000151623,CIS-BP
AR_NA_TGCTCG20NGA_AF_jolma2013_1_3_7mer,primary,PGR,ENSG00000082175,CIS-BP
ARGFX_eDBD_TGGTCC40NTTC_KO_yin2017_0_3_7mer,primary,ARGFX,ENSG00000186103,cognate
ARGFX_eDBD_TGGTTA40NTAC_KO_yin2017_2_4_7mer,secondary-novel-batch,ARGFX,ENSG00000186103,cognate
ARHGAP35_FL_CG40NTCTTGA_YWL_jolma2025_0_3_7mer,primary,ARHGAP35,ENSG00000160007,cognate
ARID2_FL_AA40NCCGCGT_YWL_jolma2025_0_4_7mer,primary,ARID2,ENSG00000189079,cognate
